name
ROLE_ADMIN
ROLE_USER
ROLE_JR_EXECUTIVE
ROLE_IT_OPERATOR
ROLE_PRODUCTION_MANAGER
ROLE_SHIFT_IN_CHARGE
ROLE_SUPERVISOR
ROLE_PRODUCTION_WORKER
ROLE_PRODUCTION_HELPER
ROLE_CS_MANAGER
ROLE_CS_SUPERVISOR
ROLE_CS_WORKER
ROLE_CS_HELPER
ROLE_QA_MANAGER
ROLE_MICROBIOLOGIST
ROLE_QA_EXECUTIVE
ROLE_QA_HELPER
ROLE_QA_ROLE_PLANT_ENGINEER
ROLE_FOREMAN
ROLE_ELECTRICIAN
ROLE_OPERATOR
ROLE_M_M_HELPER
ROLE_HR_ADMIN_EXECUTIVE
ROLE_HR_IT_OPERATOR
